latitude,longitude
51.4776,-0.4768
51.4774,-0.4971
51.4769,-0.5194
51.4767,-0.5408
51.4806,-0.5625
51.4921,-0.5949
51.5059,-0.6356
51.5212,-0.6568
51.5414,-0.6542
51.5599,-0.6419
51.5746,-0.6245
51.5863,-0.6006
51.5983,-0.5737
51.611,-0.5432
51.6192,-0.5143
51.6275,-0.4797
51.6353,-0.4454
51.6422,-0.4155
51.6475,-0.3922
51.662,-0.3287
51.6769,-0.2706
51.6864,-0.2432
51.7043,-0.1932
51.7217,-0.1448
51.7399,-0.0948
51.7552,-0.0522
51.764,-0.0181
51.7751,0.0297
51.7842,0.0696
51.7942,0.1131
51.8145,0.2009
51.8305,0.2723
51.8449,0.3394
51.8569,0.3761
51.8935,0.4523
51.922,0.5137
51.9493,0.5751
51.9764,0.6367
52.0045,0.7022
52.0288,0.7592
52.0523,0.8125
52.0878,0.8802
52.1237,0.9383
52.1568,0.9918
52.1923,1.0486
52.2288,1.1072
52.2641,1.163
52.2895,1.1989
52.3264,1.2437
52.3687,1.2891
52.4105,1.3338
52.4545,1.381
52.498,1.4275
52.542,1.4749
52.5866,1.5229
52.6295,1.5694
52.6748,1.6186
52.7202,1.668
52.7666,1.7185
52.8104,1.7665
52.8547,1.815
52.8987,1.8632
52.943,1.9121
52.9873,1.9609
53.0327,2.0113
53.0768,2.0602
53.1192,2.1073
53.165,2.1584
53.207,2.2053
53.2533,2.2572
53.2972,2.3065
53.3398,2.3545
53.3831,2.4035
53.4269,2.4532
53.4728,2.5052
53.5157,2.554
53.558,2.6023
53.6014,2.6519
53.646,2.7029
53.6912,2.7549
53.7312,2.801
53.7782,2.8554
53.8197,2.9035
53.8643,2.9552
53.9073,3.0053
53.9499,3.055
53.993,3.1055
54.0384,3.1588
54.0792,3.2068
54.1225,3.2577
54.1662,3.3096
54.2087,3.36
54.2534,3.4131
54.3004,3.4691
54.3418,3.5185
54.3847,3.5701
54.4279,3.6219
54.4704,3.6732
54.5132,3.7248
54.5579,3.7787
54.6011,3.8313
54.6446,3.8842
54.6882,3.9375
54.7322,3.9915
54.7762,4.0454
54.8194,4.0986
54.8448,4.1303
54.8818,4.1875
54.9307,4.2794
54.967,4.3484
55.0055,4.4271
55.0392,4.5008
55.0732,4.5777
55.107,4.6547
55.1407,4.7312
55.1756,4.8104
55.2096,4.8872
55.244,4.965
55.2782,5.0426
55.3114,5.1185
55.346,5.1979
55.38,5.2759
55.4141,5.3542
55.4502,5.4376
55.4835,5.5148
55.5186,5.5963
55.5529,5.6763
