"tpr","fpr"
1,0.00806451612903226
1,0
1,0.00806451612903226
1,0.00806451612903226
1,0.00806451612903226
1,0.0161290322580645
1,0.0161290322580645
1,0
1,0
1,0
1,0.00806451612903226
1,0
1,0
1,0.00806451612903226
1,0
1,0
1,0.0241935483870968
0,0
1,0.032258064516129
1,0
1,0.00806451612903226
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.0161290322580645
1,0
1,0
1,0.00806451612903226
1,0
1,0
1,0.0161290322580645
1,0.00806451612903226
1,0
1,0.0161290322580645
1,0
1,0
1,0.00806451612903226
1,0
0.2,0.00806451612903226
1,0
1,0.00806451612903226
1,0
1,0.0161290322580645
1,0.0241935483870968
1,0
1,0
1,0.0241935483870968
1,0.032258064516129
1,0.00806451612903226
1,0
1,0
1,0.0161290322580645
1,0
1,0
0,0
1,0
1,0.0161290322580645
1,0.00806451612903226
0,0.0403225806451613
1,0
1,0.0161290322580645
0,0.00806451612903226
1,0
1,0.032258064516129
1,0
1,0
1,0.0161290322580645
1,0
0,0
1,0
1,0.00806451612903226
1,0.00806451612903226
1,0.00806451612903226
0,0
0,0
1,0
1,0.00806451612903226
1,0.00806451612903226
0,0
1,0.032258064516129
1,0
0,0
0.6,0.00806451612903226
1,0.00806451612903226
1,0.00806451612903226
1,0
1,0
1,0
1,0
1,0.00806451612903226
1,0.00806451612903226
1,0.00806451612903226
0,0.00806451612903226
1,0
1,0.00806451612903226
