"tpr","fpr"
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.1,0.0479166666666667
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.15,0.0458333333333333
0,0.0520833333333333
0.1,0.0479166666666667
0,0.0520833333333333
0.1,0.0479166666666667
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.15,0.0458333333333333
0,0.0520833333333333
0.15,0.0458333333333333
0.15,0.0458333333333333
0.15,0.0458333333333333
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.05,0.05
0.15,0.0458333333333333
0.05,0.05
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0.1,0.0479166666666667
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.15,0.0458333333333333
0.1,0.0479166666666667
0.1,0.0479166666666667
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0.1,0.0479166666666667
0.2,0.04375
0.15,0.0458333333333333
0.05,0.05
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.15,0.0458333333333333
0,0.0520833333333333
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.15,0.0458333333333333
0,0.0520833333333333
0.05,0.05
0,0.0520833333333333
0.05,0.05
0.05,0.05
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.15,0.0458333333333333
0.1,0.0479166666666667
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0,0.0520833333333333
0.15,0.0458333333333333
0.1,0.0479166666666667
0.1,0.0479166666666667
0,0.0520833333333333
0.2,0.04375
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0,0.0520833333333333
0.1,0.0479166666666667
0.05,0.05
0.1,0.0479166666666667
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
0.05,0.05
0.05,0.05
0,0.0520833333333333
0,0.0520833333333333
0.05,0.05
0.1,0.0479166666666667
