"tpr","fpr"
0.3625,0
0.5375,0
0.3,0
0.55,0
0.4625,0
0.5375,0
0.3,0
0.3625,0
0.2,0
0.3625,0
0.4,0
0.3625,0
0.45,0
0.4625,0
0.45,0
0.4125,0
0.4625,0
0.3375,0
0.4125,0
0.3375,0
0.575,0
0.325,0
0.3375,0
0.5375,0
0.5625,0
0.475,0
0.425,0
0.3875,0
0.25,0
0.4125,0
0.45,0
0.5,0
0.4125,0
0.275,0
0.4625,0
0.325,0
0.3625,0
0.3125,0
0.275,0
0.4625,0
0.3375,0
0.3875,0
0.425,0
0.3375,0
0.45,0
0.5,0
0.4125,0
0.375,0
0.125,0
0.3,0
0.2625,0
0.6,0
0.3375,0
0.45,0
0.3375,0
0.4125,0
0.4625,0
0.5125,0
0.425,0
0.3875,0
0.4,0
0.5,0
0.3125,0.00238095238095238
0.4125,0
0.1,0
0.325,0
0.3875,0
0.35,0
0.2375,0
0.3125,0
0.375,0
0.1,0
0.225,0
0.575,0
0.5375,0
0.375,0
0.2625,0
0.375,0
0.4125,0
0.4375,0
0.375,0
0.3875,0
0.4125,0
0.5125,0
0.45,0
0.0375,0
0.4625,0
0.375,0
0.4,0
0.45,0
0.4625,0
0.5625,0
0.4375,0
0.425,0
0.2875,0
0.55,0
0.3375,0
0.425,0
0.5,0
0.2625,0
0.3625,0
0.2625,0
0.425,0
0.525,0
0.4625,0
0.025,0
0.45,0
0.375,0
0.575,0
0.45,0
0.2875,0
0.225,0
0.325,0
0.3875,0
0.4875,0
0.5375,0
0.5,0
0.575,0
0,0
0.425,0
0.375,0
0.5375,0
0.3875,0
0.375,0
0.325,0
0.35,0
0.25,0
0.4625,0
0.375,0
0.625,0
0.5375,0
0.525,0
0.4375,0
0.4375,0
0.2875,0
0.375,0
0.45,0
0.2625,0
0.425,0
0.475,0
0.4125,0
0.5625,0
0.2,0
0.2625,0
0.1125,0
0.2375,0
0.1125,0
0.4125,0
0.475,0
0.45,0
0.35,0
0.5,0
0.3875,0
0.55,0
0.4625,0
0.325,0
0.375,0
0.45,0
0.3,0
0.4875,0
0.3875,0
0.3875,0
0.4375,0
0.5375,0
0.4,0
0.5375,0
0.3375,0
0.2125,0
0.425,0
0.525,0
0.35,0
0.325,0
0.3375,0
0,0
0.4125,0
0.15,0
0.325,0
0.3375,0
0.45,0
0.375,0
0.2875,0
0.4625,0
0.4,0
0.375,0
0.5625,0
0.175,0
0.5,0
0.375,0
0.3375,0
0.25,0
0.4875,0
0.55,0
0.4375,0
0.15,0
0.425,0
0.5375,0
0.475,0
0.4125,0
0.3875,0
0.275,0
