"tpr","fpr"
0.216666666666667,0
0.1,0.00227272727272727
0.0833333333333333,0
0.116666666666667,0
0.133333333333333,0.00227272727272727
0.133333333333333,0
0.0666666666666667,0
0.183333333333333,0.00227272727272727
0.183333333333333,0
0.116666666666667,0.00227272727272727
0.216666666666667,0.00227272727272727
0.133333333333333,0
0.0333333333333333,0
0.05,0.00227272727272727
0.133333333333333,0
0.133333333333333,0.0113636363636364
0.1,0.00681818181818182
0.116666666666667,0
0.116666666666667,0.00454545454545455
0.166666666666667,0
0.1,0.00227272727272727
0.116666666666667,0.00227272727272727
0.15,0
0.116666666666667,0
0.0666666666666667,0.00454545454545455
0.116666666666667,0
0.166666666666667,0
0.05,0.00227272727272727
0.0833333333333333,0.00227272727272727
0.133333333333333,0
0.25,0.00454545454545455
0.183333333333333,0.00454545454545455
0.183333333333333,0
0.1,0
0.15,0.00681818181818182
0.183333333333333,0
0.166666666666667,0.00454545454545455
0.15,0
0.0833333333333333,0
0.15,0.00909090909090909
0.05,0
0.133333333333333,0
0.0833333333333333,0
0.0833333333333333,0
0.183333333333333,0
0.2,0.00454545454545455
0.166666666666667,0
0.0833333333333333,0
0.183333333333333,0.00454545454545455
0.116666666666667,0
0.166666666666667,0.00227272727272727
0.2,0
0.0666666666666667,0
0.116666666666667,0
0.15,0
0.15,0
0.15,0
0.166666666666667,0.00227272727272727
0.166666666666667,0.00454545454545455
0.133333333333333,0
0.116666666666667,0.00227272727272727
0.133333333333333,0
0.133333333333333,0
0.2,0
0.183333333333333,0.00227272727272727
0.05,0
0.0833333333333333,0
0.133333333333333,0
0.133333333333333,0
0.133333333333333,0
0.133333333333333,0
0.216666666666667,0.00227272727272727
0.183333333333333,0
0.216666666666667,0.00227272727272727
0.166666666666667,0
0.0666666666666667,0
0.15,0
0.116666666666667,0
0.0833333333333333,0
0.15,0.00227272727272727
0.05,0
0.116666666666667,0.00227272727272727
0.116666666666667,0
0.15,0
0.166666666666667,0.00681818181818182
0.1,0
0.15,0.00681818181818182
0.1,0
0.166666666666667,0
0.0166666666666667,0
0.2,0
0.133333333333333,0.00227272727272727
0.0833333333333333,0
0.15,0
0.15,0
0.15,0.00227272727272727
0.0666666666666667,0
0.2,0
0.233333333333333,0.00454545454545455
0.116666666666667,0
0.233333333333333,0
0.233333333333333,0
0.1,0
0.166666666666667,0
0.183333333333333,0
0.1,0
0.133333333333333,0
0.1,0
0.15,0.00454545454545455
0.166666666666667,0.00227272727272727
0.1,0.00454545454545455
0.133333333333333,0.00227272727272727
0.183333333333333,0.00227272727272727
0.15,0.00227272727272727
0.133333333333333,0
0.15,0
0.166666666666667,0
0.133333333333333,0
0.25,0
0.1,0
0.0833333333333333,0
0.1,0
0.166666666666667,0
0.05,0
0.133333333333333,0
0.1,0.00227272727272727
0.183333333333333,0.00227272727272727
0.1,0
0.166666666666667,0
0.116666666666667,0
0.166666666666667,0
0.15,0
0.0833333333333333,0
0.05,0
0.2,0
0.1,0.00909090909090909
0.116666666666667,0.00681818181818182
0.05,0
0.116666666666667,0.00227272727272727
0.05,0
0.05,0
0.0666666666666667,0.00227272727272727
0.116666666666667,0
0.166666666666667,0
0.0833333333333333,0.00227272727272727
0.116666666666667,0.0113636363636364
0.133333333333333,0.00227272727272727
0.15,0
0.0666666666666667,0
0.166666666666667,0
0.15,0.00454545454545455
0.133333333333333,0
0.133333333333333,0.00454545454545455
0.183333333333333,0
0.2,0
0.0833333333333333,0
0.0833333333333333,0
0.0833333333333333,0.00681818181818182
0.2,0.00227272727272727
0.25,0
0.1,0.00454545454545455
0.15,0
0.133333333333333,0
0.183333333333333,0
0.183333333333333,0
0.166666666666667,0
0.0833333333333333,0
0.1,0
0.0333333333333333,0
0.233333333333333,0.00227272727272727
0.2,0
0.1,0.00227272727272727
0.166666666666667,0
0.15,0.00227272727272727
0.15,0.00227272727272727
0.116666666666667,0
0.0833333333333333,0.00227272727272727
0.15,0
0.166666666666667,0
0.133333333333333,0
0.166666666666667,0.00454545454545455
0.0833333333333333,0.00227272727272727
0.15,0
0.133333333333333,0
0.2,0
0.133333333333333,0
0.1,0
0.183333333333333,0.00227272727272727
0.2,0.00227272727272727
0.166666666666667,0
0.166666666666667,0
0.0666666666666667,0
0.133333333333333,0
0.133333333333333,0
0.1,0.00227272727272727
0.2,0.00227272727272727
0.1,0
0.133333333333333,0
0.05,0
0.133333333333333,0.00227272727272727
