"tpr","fpr"
0.02,0
0.04,0
0.01,0.0025
0.06,0
0.03,0
0.02,0
0.02,0
0.04,0
0.04,0.0025
0.03,0
0.07,0
0.03,0.0025
0.02,0
0.03,0
0,0
0.02,0
0,0
0.01,0
0.05,0.005
0.03,0
0.03,0.005
0.04,0.0025
0.01,0
0.02,0.0025
0.03,0
0.03,0
0.03,0.0025
0.02,0
0.04,0
0.04,0
0.01,0
0.03,0
0.03,0
0.03,0
0.05,0
0.07,0.0025
0.02,0
0.05,0
0.01,0
0.03,0
0.03,0
0.07,0.005
0.04,0.0025
0.01,0.0025
0.04,0.005
0.02,0
0.04,0
0.04,0
0.04,0.005
0.08,0.015
0.01,0
0.03,0
0.05,0
0.06,0.0025
0.07,0.0025
0.04,0.0025
0.02,0
0.03,0
0.05,0
0.03,0
0.02,0.0025
0.06,0.005
0.02,0
0.04,0.0025
0.04,0.0025
0.01,0.0025
0.06,0.0025
0.04,0
0.03,0
0.02,0
0,0
0.02,0
0.05,0.0025
0.04,0
0.04,0.0025
0.06,0.0075
0.02,0
0.02,0
0.04,0
0.03,0.0025
0.06,0
0.01,0
0.02,0
0.02,0
0.05,0.005
0.02,0
0.03,0
0.05,0
0.08,0
0.03,0
0.03,0.0025
0.01,0
0.02,0
0.03,0
0.07,0
0.07,0
0.03,0
0.01,0
0.11,0.0025
0.06,0
0.02,0
0.04,0.0025
0.04,0
0.03,0
0,0
0.05,0.0025
0.03,0.0025
0.01,0
0,0
0.01,0
0.01,0
0.02,0
0.03,0
0.05,0
0.03,0
0.03,0
0.04,0
0.03,0
0.06,0.0025
0.01,0
0.03,0
0.03,0
0.04,0
0.04,0
0,0
0.06,0.0025
0.05,0
0.04,0.0025
0.02,0
0.05,0.0125
0.03,0.005
0.03,0
0.04,0.005
0.02,0.0025
0.05,0.005
0.03,0.0025
0.03,0
0.04,0
0.02,0
0.04,0.005
0.04,0.005
0.04,0
0.05,0.005
0.06,0.01
0,0
0.06,0.0025
0.03,0.0025
0.05,0.0025
0.05,0.0025
0,0.0025
0.06,0.0025
0.04,0
0.02,0.005
0.01,0
0.03,0.005
0,0
0.11,0
0.01,0.0025
0.02,0.005
0.05,0.0025
0.05,0
0.03,0
0.02,0
0.05,0
0.03,0
0.01,0
0,0
0.03,0.005
0.01,0.0025
0.03,0
0.03,0
0.02,0
0.09,0
0.03,0.0025
0.01,0
0.04,0.0025
0.04,0.005
0.07,0
0.05,0
0.09,0.0025
0.06,0.0025
0.04,0
0.08,0.0025
0.01,0
0.06,0.005
0.02,0.0025
0.05,0
0.02,0.0025
0.07,0.005
0.01,0
0,0
0.05,0.0025
0.04,0.0025
0.05,0
0.01,0
0.03,0
0.05,0
0.03,0
0.02,0
0.04,0.0025
