latitude,longitude
51.4774,-0.4893
51.4771,-0.5052
51.477,-0.5247
51.4771,-0.5434
51.4812,-0.5616
51.4927,-0.5966
51.5065,-0.6376
51.5194,-0.6599
51.5379,-0.6669
51.556,-0.6578
51.582,-0.6157
51.6069,-0.5682
51.6309,-0.5213
51.6681,-0.4439
51.696,-0.3871
51.7272,-0.3252
51.7601,-0.2621
51.7807,-0.2198
51.7919,-0.1794
51.8098,-0.0742
51.8237,0.0088
51.8353,0.0791
51.8469,0.1261
51.8825,0.2159
51.9139,0.2925
51.9465,0.3723
51.9779,0.4497
51.9922,0.4952
52.0021,0.5506
52.0162,0.6473
52.0303,0.744
52.0453,0.8479
52.0597,0.949
52.0737,1.0497
52.0881,1.1537
52.103,1.2605
52.1171,1.3626
52.1315,1.4682
52.1463,1.5772
52.1602,1.6803
52.1742,1.785
52.189,1.8961
52.2035,1.9891
52.2183,2.0446
52.2469,2.1444
52.2737,2.2439
52.302,2.3486
52.3291,2.4485
52.3558,2.5478
52.3832,2.6497
52.4108,2.753
52.4361,2.8484
52.4639,2.9534
52.4894,3.0505
52.5162,3.1526
52.5424,3.2533
52.5682,3.3526
52.5946,3.4529
52.6139,3.5094
52.6474,3.594
52.6838,3.6893
52.7177,3.7785
52.7538,3.8736
52.788,3.964
52.8225,4.0553
52.8586,4.1516
52.8928,4.2431
52.9278,4.337
52.9625,4.4304
52.9966,4.5225
53.0318,4.618
53.0663,4.7122
53.1003,4.8053
53.1346,4.8994
53.1693,4.9949
53.2033,5.089
53.2376,5.1843
53.2723,5.2813
53.3055,5.374
53.3406,5.4728
53.3747,5.5689
53.4087,5.6651
53.4419,5.7597
53.4766,5.8585
53.5084,5.9496
53.5431,6.0493
53.5765,6.1457
53.6099,6.2429
53.6437,6.3411
53.6766,6.4373
53.7104,6.5365
53.743,6.6325
53.7781,6.7363
53.8091,6.8284
53.8424,6.9274
53.8748,7.0243
53.9085,7.1257
53.9413,7.2248
53.9729,7.3206
54.0052,7.4187
54.0409,7.5275
54.0728,7.6258
54.1043,7.7225
54.1375,7.8251
54.169,7.9232
54.2,8.0196
54.2315,8.1183
54.263,8.2172
54.2935,8.3135
54.323,8.407
54.3537,8.5049
54.3841,8.6022
54.4145,8.6994
54.4447,8.7963
54.4756,8.8964
54.5042,8.9894
54.5339,9.0859
54.5642,9.1852
54.593,9.2799
54.6228,9.3782
54.6529,9.478
54.6821,9.575
54.7113,9.6726
54.7413,9.7732
54.7703,9.8711
54.7993,9.969
54.8292,10.0708
54.8587,10.1716
54.8868,10.2674
54.9155,10.3666
54.9449,10.4682
54.9735,10.5676
55.0028,10.6696
55.0307,10.7673
55.0584,10.8643
55.0878,10.9682
55.1179,11.0753
55.1455,11.1737
55.1741,11.2758
55.2008,11.3717
55.2288,11.4728
55.2562,11.5721
55.2848,11.6765
55.312,11.7758
55.3391,11.8753
55.3667,11.9773
55.3932,12.0751
55.4201,12.1755
55.4472,12.277
55.473,12.3734
55.5008,12.4789
55.5256,12.5724
55.5522,12.6737
