latitude,longitude
51.465,-0.4809
51.4649,-0.5
51.468,-0.5184
51.4733,-0.5348
51.4791,-0.5524
51.4848,-0.5698
51.4933,-0.5961
51.507,-0.6387
51.5218,-0.662
51.5238,-0.6635
51.5854,-0.596
51.6007,-0.5596
51.6144,-0.5325
51.6293,-0.4972
51.6401,-0.4628
51.6559,-0.4118
51.6742,-0.3533
51.7027,-0.2607
51.7154,-0.2196
51.7327,-0.1631
51.7469,-0.1148
51.7546,-0.0585
51.761,0.0312
51.7681,0.1163
51.7741,0.1713
51.7835,0.2157
51.8049,0.3039
51.8248,0.3918
51.8446,0.4803
51.8657,0.5743
51.8867,0.6683
51.9066,0.7576
51.9279,0.8536
51.9494,0.951
51.9702,1.0455
51.9917,1.1439
52.0127,1.2405
52.0344,1.3408
52.0573,1.4469
52.0785,1.5458
52.1008,1.6502
52.1217,1.7484
52.1449,1.8581
52.1674,1.9652
52.1889,2.0682
52.2119,2.1792
52.2341,2.2864
52.2566,2.3959
52.2793,2.5067
52.3019,2.618
52.3237,2.7291
52.3435,2.8459
52.3659,2.9578
52.3905,3.0708
52.4153,3.1884
52.438,3.2994
52.4606,3.4112
52.4853,3.5356
52.507,3.6437
52.5361,3.7312
52.5759,3.828
52.6164,3.9329
52.6555,4.0342
52.6939,4.1331
52.7308,4.2281
52.769,4.327
52.8068,4.4255
52.8449,4.5247
52.883,4.6247
52.9197,4.7219
52.9582,4.8239
52.9947,4.921
53.0331,5.0236
53.0708,5.1244
53.1075,5.2233
53.144,5.3221
53.1801,5.42
53.2162,5.5181
53.2515,5.6149
53.2881,5.7153
53.3239,5.8137
53.3591,5.9111
53.3957,6.0129
53.4314,6.1123
53.4671,6.2124
53.5029,6.313
53.5389,6.4148
53.5737,6.5132
53.6093,6.6146
53.646,6.7194
53.6791,6.8148
53.715,6.918
53.749,7.0165
53.7836,7.1168
53.8186,7.2187
53.8521,7.3171
53.8876,7.4213
53.923,7.5258
53.9567,7.6261
53.9922,7.7316
54.0265,7.8341
54.0621,7.9412
54.0971,8.0468
54.1307,8.1484
54.1653,8.2536
54.1995,8.3584
54.2345,8.4654
54.2688,8.5715
54.3035,8.6788
54.3374,8.7842
54.3717,8.8913
54.4059,8.9987
54.4408,9.1085
54.4757,9.2194
54.5097,9.3274
54.542,9.4308
54.5762,9.5405
54.6088,9.6456
54.6418,9.7523
54.6758,9.8627
54.7097,9.9735
54.7418,10.079
54.7764,10.1931
54.8099,10.3043
54.8409,10.4076
54.8737,10.5172
54.9064,10.6269
54.9384,10.7349
54.9719,10.8487
55.0063,10.9656
55.0464,11.1032
55.0798,11.2182
55.1107,11.3251
55.1436,11.4396
55.1756,11.5514
55.2079,11.6646
55.2393,11.7756
55.2712,11.8886
55.3027,12.0008
55.334,12.1128
55.3673,12.2328
55.3978,12.343
55.4299,12.4598
55.4627,12.5797
55.4933,12.6919
55.5254,12.8102
55.5566,12.9264
55.5876,13.042
55.6196,13.1616
55.65,13.2764
55.6809,13.3932
55.7133,13.517
55.7438,13.6332
55.7752,13.7542
55.8075,13.8792
55.8362,13.9909
55.8668,14.1107
55.8971,14.2295
55.9266,14.3458
55.9573,14.468
55.9873,14.5878
56.0172,14.708
56.0468,14.8276
56.0764,14.9475
56.1079,15.076
56.1386,15.2028
56.1688,15.3274
56.1989,15.4523
56.2291,15.5783
56.2594,15.7056
56.2896,15.8334
56.3209,15.9668
56.3524,16.1015
56.385,16.2423
56.4141,16.3693
56.4431,16.4958
56.4721,16.6227
56.5014,16.7523
56.5292,16.876
56.5594,17.0114
56.5872,17.1356
