"","tpr","fpr"
"k = 1",0,0
"k = 1.5",0.062125,0.000532608695652174
"k = 2",0.3915,0.00220652173913043
"k = 2.5",0.6655,0.00708695652173913
"k = 3",0.800125,0.0106304347826087
"k = 3.5",0.865125,0.0141413043478261
"k = 4",0.90475,0.0162934782608696
"k = 4.5",0.917125,0.0182391304347826
"k = 5",0.92425,0.0200978260869565
