"","tpr","fpr"
"k =",0,0
"k = 1.1",0.55575,0.0289270833333333
"k = 1.2",0.64925,0.02503125
"k = 1.3",0.70575,0.0226770833333333
"k = 1.4",0.75875,0.02046875
"k = 1.5",0.78975,0.0191770833333333
"k = 1.6",0.815,0.018125
"k = 1.7",0.831,0.0174583333333333
"k = 1.8",0.8395,0.0171041666666667
"k = 1.9",0.83075,0.01746875
"k = 2",0.834,0.0173333333333333
