"","tpr","fpr"
"k = 1",0,0
"k = 1.5",0.183583333333333,0.0317840909090909
"k = 2",0.297416666666667,0.0162613636363636
"k = 2.5",0.370583333333333,0.00628409090909091
"k = 3",0.3985,0.00247727272727273
"k = 3.5",0.412083333333333,0.000625
"k = 4",0.4155,0.000159090909090909
"k = 4.5",0.416083333333333,7.95454545454545e-05
"k = 5",0.416333333333333,4.54545454545455e-05
