"","tpr","fpr"
"k =",0,0
"k = 1.1",0.99425,0.00827083333333333
"k = 1.2",0.99525,0.0106354166666667
"k = 1.3",0.9975,0.0115208333333333
"k = 1.4",0.99675,0.0136666666666667
"k = 1.5",0.99875,0.0143958333333333
"k = 1.6",0.99825,0.01609375
"k = 1.7",0.99875,0.01490625
"k = 1.8",0.999,0.0147083333333333
"k = 1.9",0.99775,0.01440625
"k = 2",0.9985,0.01275
