"","tpr","fpr"
"k = 1",0,0
"k = 1.5",0.0606666666666667,0.000363636363636364
"k = 2",0.402333333333333,0.00271590909090909
"k = 2.5",0.65425,0.00784090909090909
"k = 3",0.788166666666667,0.0113636363636364
"k = 3.5",0.858416666666667,0.0161931818181818
"k = 4",0.891166666666667,0.0178522727272727
"k = 4.5",0.9155,0.0191136363636364
"k = 5",0.921166666666667,0.0216477272727273
