latitude,longitude
51.4776,-0.4755
51.4776,-0.4942
51.4774,-0.5118
51.4765,-0.5311
51.4682,-0.5496
51.4517,-0.5579
51.4336,-0.5502
51.4162,-0.529
51.4018,-0.5058
51.3886,-0.483
51.3714,-0.4538
51.354,-0.4254
51.3246,-0.3777
51.296,-0.3315
51.2673,-0.285
51.237,-0.2361
51.2231,-0.2107
51.2021,-0.1562
51.1912,-0.1213
51.1841,-0.0787
51.1669,0.0405
51.1651,0.0819
51.1655,0.1498
51.1659,0.2199
51.1661,0.2873
51.1666,0.3608
51.1673,0.4439
51.1679,0.5156
51.1687,0.5851
51.1698,0.6772
51.1709,0.7704
51.1706,0.8449
51.1669,0.9389
51.1633,1.0368
51.1604,1.1278
51.1575,1.224
51.1544,1.3231
51.151,1.4262
51.1476,1.5247
51.1442,1.6274
51.1407,1.7249
51.1371,1.826
51.1293,1.9072
51.1157,2.0104
51.1026,2.1153
51.0894,2.2212
51.0763,2.3255
51.062,2.4376
51.0486,2.5423
51.0348,2.6487
51.0209,2.7559
51.0063,2.8668
50.9921,2.9743
50.9776,3.0826
50.9628,3.193
50.9476,3.3058
50.9327,3.4151
50.9177,3.5242
50.9022,3.6354
50.8871,3.7442
50.8721,3.8513
50.8573,3.9553
50.8418,4.0641
50.8272,4.1657
50.8115,4.2747
50.7964,4.3788
50.781,4.484
50.7653,4.5907
50.7498,4.6945
50.7339,4.801
50.7183,4.9046
50.7025,5.0096
50.6866,5.1135
50.6707,5.2172
50.6543,5.3231
50.6384,5.4258
50.6216,5.5332
50.6054,5.6363
50.589,5.7396
50.5717,5.8477
50.5556,5.9479
50.5387,6.0532
50.5219,6.1564
50.5045,6.2626
50.4879,6.3638
50.4701,6.471
50.4528,6.5747
50.4349,6.6818
50.4175,6.7846
50.3996,6.8904
50.3823,6.9916
50.3638,7.0998
50.3457,7.2042
50.3279,7.307
50.3095,7.412
50.2915,7.5146
50.2732,7.6176
50.2543,7.7241
50.236,7.8267
50.2177,7.9281
50.1988,8.0329
50.1802,8.1347
50.1611,8.2393
50.1424,8.3408
50.123,8.4462
50.1042,8.5511
50.0859,8.652
50.0682,8.7494
50.0495,8.8519
50.03,8.9568
50.0151,9.035
50.0002,9.0933
49.9614,9.2111
49.9303,9.3089
