"tpr","fpr"
0.87,0.03
0.88,0.0175
0.9,0.0075
0.88,0.015
0.89,0.0175
0.86,0.02
0.84,0.01
0.81,0.02
0.89,0.015
0.87,0.01
0.9,0.0375
0.89,0.005
0.84,0.005
0.9,0.015
0.89,0.005
0.89,0.0075
0.93,0.0125
0.84,0.02
0.91,0.02
0.88,0.0125
0.93,0.0175
0.89,0.02
0.82,0.01
0.88,0.025
0.85,0.0175
0.82,0.015
0.89,0.0225
0.86,0.0125
0.94,0.0175
0.87,0.0125
0.84,0.0125
0.9,0.0075
0.89,0.02
0.87,0.015
0.81,0.0075
0.83,0.015
0.77,0.0075
0.85,0.0125
0.9,0.0125
0.91,0.015
0.92,0.0125
0.88,0.0175
0.86,0.0075
0.91,0.005
0.78,0.025
0.81,0.0225
0.81,0.015
0.89,0.025
0.81,0.03
0.88,0.0275
0.86,0.0175
0.94,0.02
0.86,0.0225
0.83,0.015
0.9,0.02
0.85,0.015
0.89,0.0125
0.87,0.015
0.89,0.01
0.91,0.02
0.83,0.0125
0.96,0.0225
0.91,0.0375
0.9,0.0275
0.84,0.01
0.91,0.0125
0.87,0.0125
0.84,0.005
0.92,0.01
0.87,0.02
0.9,0.0075
0.84,0.0175
0.94,0.03
0.92,0.02
0.89,0.0225
0.86,0.01
0.84,0.0175
0.84,0.0075
0.91,0.02
0.91,0.0125
0.86,0.0025
0.82,0.0125
0.9,0
0.89,0.01
0.9,0.01
0.82,0.0175
0.83,0.0225
0.87,0.0225
0.91,0.0075
0.88,0.015
0.87,0.0125
0.87,0.0175
0.89,0.0075
0.9,0.0125
0.88,0.0175
0.86,0.015
0.91,0.0025
0.96,0.015
0.86,0.015
0.85,0.02
0.9,0.02
0.89,0.0175
0.87,0.0225
0.88,0.02
0.84,0.0125
0.89,0.0175
0.94,0.0125
0.91,0.0125
0.87,0.0125
0.85,0.0125
0.82,0.0175
0.86,0.0025
0.91,0.0175
0.87,0.025
0.9,0.005
0.92,0.02
0.87,0.0125
0.9,0.0175
0.93,0.0225
0.88,0.0075
0.88,0.0125
0.89,0.0125
0.87,0.0225
0.89,0.0175
0.91,0.0275
0.88,0.0275
0.9,0.01
0.91,0.015
0.9,0.005
0.85,0.015
0.87,0.0275
0.91,0.0225
0.93,0.0075
0.84,0.0125
0.9,0.02
0.84,0.02
0.87,0.0175
0.92,0.0275
0.89,0.0475
0.83,0.0175
0.92,0.03
0.89,0.01
0.86,0.0175
0.89,0.015
0.88,0.015
0.92,0.03
0.87,0.01
0.82,0.005
0.85,0.0275
0.88,0.0125
0.81,0.03
0.92,0.025
0.91,0.0125
0.83,0.015
0.87,0.0175
0.95,0.0275
0.88,0.005
0.91,0.02
0.88,0.0175
0.88,0.03
0.89,0.0125
0.91,0.005
0.89,0.01
0.86,0.01
0.88,0.03
0.81,0.015
0.91,0.0175
0.84,0.02
0.86,0.0125
0.86,0.0275
0.9,0.025
0.91,0.0175
0.82,0.0275
0.89,0.02
0.86,0.035
0.93,0.0175
0.87,0.0125
0.91,0.015
0.79,0.01
0.92,0.025
0.91,0.0175
0.91,0.02
0.88,0.02
0.92,0.01
0.92,0.0175
0.82,0.0175
0.9,0.01
0.89,0.01
0.93,0.0125
0.91,0.025
0.89,0.01
0.89,0.005
0.87,0.005
0.9,0.0275
0.89,0.015
0.91,0.0025
0.86,0.015
0.89,0.015
0.87,0.03
0.88,0.0275
