"tpr","fpr"
0.82,0.0175
0.8,0.0175
0.75,0.005
0.79,0.015
0.78,0.0125
0.81,0.0125
0.72,0.0075
0.81,0.02
0.76,0.0175
0.78,0.0025
0.8,0.0175
0.76,0.01
0.79,0.005
0.81,0.02
0.65,0.02
0.74,0.0175
0.77,0.005
0.74,0.005
0.8,0.01
0.75,0.015
0.82,0.0125
0.85,0.0175
0.89,0.0125
0.8,0.0125
0.72,0.0075
0.81,0.0175
0.79,0.0175
0.81,0.0125
0.74,0.01
0.8,0.005
0.8,0.0025
0.81,0.0175
0.79,0.005
0.8,0.0025
0.78,0.0125
0.79,0.0125
0.76,0.025
0.81,0.0125
0.73,0.01
0.79,0.0075
0.75,0.025
0.8,0.01
0.8,0.0075
0.78,0.0075
0.84,0.005
0.79,0.005
0.78,0.0025
0.85,0.0025
0.67,0.005
0.88,0.02
0.73,0.01
0.7,0.0075
0.7,0.0175
0.76,0.01
0.82,0.01
0.82,0.0125
0.81,0
0.81,0.01
0.92,0.025
0.79,0.01
0.73,0.0175
0.73,0.015
0.84,0.005
0.82,0.01
0.79,0.02
0.83,0.035
0.85,0.0075
0.81,0.0175
0.82,0.0125
0.78,0.005
0.87,0.0025
0.81,0.0125
0.78,0.0075
0.69,0.005
0.78,0.01
0.83,0.015
0.69,0.0175
0.81,0.01
0.81,0.0075
0.81,0.0225
0.77,0.025
0.69,0.0175
0.78,0.025
0.77,0.02
0.76,0.005
0.81,0.0075
0.73,0.01
0.78,0.015
0.75,0.005
0.8,0.0075
0.82,0.0275
0.75,0.0025
0.83,0.02
0.75,0.0025
0.68,0.015
0.79,0.005
0.78,0.025
0.8,0.015
0.72,0.01
0.76,0.0075
0.77,0.01
0.68,0.005
0.81,0.0175
0.77,0.015
0.79,0.005
0.82,0.025
0.81,0.0125
0.71,0.015
0.73,0.01
0.78,0.0025
0.68,0.0175
0.76,0.0125
0.63,0.0075
0.76,0.0075
0.71,0.0125
0.79,0.0175
0.79,0.015
0.84,0.02
0.8,0.005
0.78,0.005
0.81,0.005
0.78,0.0075
0.73,0.0025
0.8,0.0075
0.81,0.005
0.74,0.01
0.77,0.015
0.76,0.015
0.82,0.0025
0.71,0.0025
0.77,0.0125
0.84,0.0125
0.86,0.02
0.9,0.02
0.75,0.0275
0.87,0.01
0.76,0.0075
0.81,0.0225
0.77,0.01
0.8,0.015
0.74,0.0025
0.73,0.005
0.83,0.0125
0.75,0.0125
0.76,0.0125
0.75,0.01
0.8,0.005
0.75,0.0075
0.72,0.005
0.75,0.0175
0.73,0.0075
0.74,0.0075
0.78,0.0075
0.72,0.005
0.78,0.0225
0.73,0.015
0.77,0.0025
0.73,0.005
0.88,0.01
0.81,0.02
0.83,0.0175
0.73,0.0175
0.86,0.0225
0.78,0.0075
0.75,0.025
0.79,0.025
0.73,0.0025
0.76,0.0075
0.72,0.01
0.77,0.0075
0.76,0.015
0.75,0.0025
0.82,0.015
0.83,0.005
0.76,0.015
0.85,0.0125
0.78,0.01
0.71,0.0125
0.84,0.015
0.8,0.01
0.79,0.0125
0.73,0.0025
0.78,0.01
0.76,0.02
0.78,0.015
0.8,0.0125
0.77,0.0075
0.78,0.0125
0.81,0.0125
0.81,0.0225
0.8,0
0.79,0.0325
0.77,0.0125
0.76,0.0075
0.83,0.0125
0.81,0
0.73,0.0025
0.79,0.01
0.73,0
0.78,0.02
