"tpr","fpr"
0.79,0.0075
0.84,0.0025
0.89,0.02
0.83,0.0175
0.82,0.015
0.82,0.0125
0.87,0.0225
0.88,0.015
0.82,0
0.77,0.0125
0.8,0.0025
0.82,0.015
0.88,0.015
0.81,0.0075
0.81,0.0075
0.84,0.02
0.79,0.0175
0.85,0.0125
0.9,0.0125
0.76,0.01
0.89,0.0225
0.84,0.0075
0.83,0.015
0.86,0.01
0.79,0.02
0.83,0.0125
0.85,0.0125
0.87,0.01
0.85,0.005
0.84,0.025
0.85,0.0175
0.9,0.005
0.81,0.0075
0.81,0.015
0.8,0.0125
0.83,0.0125
0.9,0.01
0.85,0.0025
0.9,0.0125
0.79,0.01
0.82,0.025
0.9,0.0125
0.87,0.0175
0.87,0.0275
0.8,0.005
0.85,0.0225
0.8,0.02
0.84,0.03
0.84,0.005
0.91,0.02
0.8,0.0225
0.89,0.015
0.79,0.01
0.87,0.025
0.86,0.015
0.85,0.0275
0.87,0.0275
0.77,0.0025
0.82,0.015
0.87,0.01
0.83,0.0225
0.86,0.005
0.86,0.0125
0.79,0.0025
0.86,0.0275
0.81,0.0175
0.83,0.015
0.92,0.035
0.8,0.0175
0.85,0.0175
0.86,0.005
0.89,0.015
0.72,0.01
0.75,0.0125
0.84,0.015
0.95,0.025
0.81,0.0075
0.87,0.025
0.84,0
0.9,0.015
0.83,0.0175
0.8,0.005
0.9,0.0075
0.85,0.0225
0.84,0.005
0.91,0.0125
0.83,0.01
0.88,0.0075
0.89,0.0125
0.85,0.0125
0.88,0.0125
0.76,0.0125
0.86,0.0225
0.76,0.005
0.86,0.01
0.75,0.0025
0.88,0.015
0.83,0.01
0.87,0.0075
0.85,0.0175
0.8,0.01
0.9,0.01
0.87,0.0325
0.85,0.01
0.76,0.005
0.86,0.015
0.87,0.0275
0.85,0.015
0.83,0.0075
0.89,0.0025
0.86,0.005
0.72,0.0175
0.9,0.0025
0.91,0.02
0.86,0.0025
0.84,0.015
0.8,0.0025
0.82,0.01
0.86,0.0225
0.84,0.01
0.86,0.0225
0.86,0.01
0.82,0.0125
0.84,0.0175
0.83,0.01
0.83,0.005
0.87,0.0125
0.84,0.0225
0.86,0.0125
0.83,0.01
0.85,0.01
0.83,0.0225
0.86,0.025
0.85,0.02
0.83,0.0125
0.86,0.02
0.87,0.02
0.81,0.015
0.92,0.01
0.88,0
0.79,0.02
0.85,0.02
0.85,0.0175
0.85,0.01
0.85,0.0125
0.83,0.005
0.82,0.005
0.89,0.015
0.79,0.0275
0.84,0.01
0.82,0.005
0.84,0.01
0.86,0.015
0.84,0.0125
0.92,0.01
0.86,0
0.82,0.0075
0.89,0.0225
0.86,0.0075
0.82,0.015
0.88,0.0125
0.83,0.0075
0.83,0.0125
0.79,0.0275
0.88,0.04
0.81,0.005
0.87,0.02
0.85,0.0075
0.8,0.02
0.85,0.0175
0.83,0.0175
0.83,0.0075
0.83,0.02
0.81,0.0175
0.86,0.0175
0.83,0.005
0.84,0.0075
0.81,0.005
0.88,0.02
0.87,0.0125
0.81,0.015
0.78,0.0175
0.86,0.0075
0.87,0.025
0.79,0.02
0.85,0.0075
0.85,0.025
0.87,0.015
0.81,0.015
0.81,0.005
0.86,0.0125
0.94,0.0125
0.84,0.01
0.86,0.0175
0.88,0.015
0.88,0.025
0.83,0.03
0.86,0.025
0.76,0.0175
0.87,0.0125
