"tpr","fpr"
0.516666666666667,0.00454545454545455
0.316666666666667,0
0.316666666666667,0.00909090909090909
0.333333333333333,0.00454545454545455
0.3,0
0.466666666666667,0.00454545454545455
0.5,0.00227272727272727
0.3,0
0.533333333333333,0.00454545454545455
0.5,0.00681818181818182
0.45,0
0.4,0
0.383333333333333,0
0.316666666666667,0
0.433333333333333,0.00681818181818182
0.35,0
0.383333333333333,0.00454545454545455
0.466666666666667,0.00227272727272727
0.516666666666667,0.00454545454545455
0.333333333333333,0
0.383333333333333,0.00227272727272727
0.4,0.00227272727272727
0.45,0.00227272727272727
0.35,0.00227272727272727
0.4,0
0.483333333333333,0.00227272727272727
0.383333333333333,0.00227272727272727
0.466666666666667,0.00681818181818182
0.266666666666667,0
0.416666666666667,0.00681818181818182
0.45,0.00227272727272727
0.4,0
0.316666666666667,0.00454545454545455
0.366666666666667,0.00227272727272727
0.366666666666667,0.00454545454545455
0.35,0.00227272727272727
0.516666666666667,0.00454545454545455
0.4,0.00227272727272727
0.433333333333333,0
0.45,0.00227272727272727
0.3,0
0.366666666666667,0.00227272727272727
0.383333333333333,0.00227272727272727
0.416666666666667,0.00454545454545455
0.366666666666667,0
0.383333333333333,0
0.4,0.00909090909090909
0.466666666666667,0.00227272727272727
0.333333333333333,0.00454545454545455
0.483333333333333,0
0.233333333333333,0
0.366666666666667,0.00454545454545455
0.316666666666667,0
0.333333333333333,0
0.333333333333333,0.00227272727272727
0.3,0.00227272727272727
0.566666666666667,0
0.45,0
0.316666666666667,0
0.366666666666667,0
0.416666666666667,0.00681818181818182
0.35,0.00227272727272727
0.4,0
0.6,0.025
0.4,0.00454545454545455
0.516666666666667,0.00454545454545455
0.35,0.00227272727272727
0.5,0.00227272727272727
0.216666666666667,0
0.3,0.00227272727272727
0.3,0
0.4,0
0.45,0.00227272727272727
0.466666666666667,0.00227272727272727
0.3,0.00454545454545455
0.45,0.00454545454545455
0.366666666666667,0.00454545454545455
0.433333333333333,0.00454545454545455
0.416666666666667,0
0.383333333333333,0.00227272727272727
0.366666666666667,0.00227272727272727
0.416666666666667,0.00681818181818182
0.466666666666667,0.00681818181818182
0.3,0
0.45,0.00454545454545455
0.416666666666667,0.0113636363636364
0.483333333333333,0
0.516666666666667,0
0.383333333333333,0.0113636363636364
0.416666666666667,0.00454545454545455
0.316666666666667,0
0.333333333333333,0.00227272727272727
0.483333333333333,0.00454545454545455
0.5,0.00454545454545455
0.583333333333333,0.00909090909090909
0.433333333333333,0.00227272727272727
0.466666666666667,0
0.283333333333333,0
0.533333333333333,0.00681818181818182
0.466666666666667,0.00681818181818182
0.516666666666667,0.00227272727272727
0.3,0
0.333333333333333,0
0.466666666666667,0
0.483333333333333,0
0.333333333333333,0.00454545454545455
0.266666666666667,0
0.4,0.00454545454545455
0.383333333333333,0.00227272727272727
0.35,0.00454545454545455
0.516666666666667,0.00227272727272727
0.35,0.00681818181818182
0.416666666666667,0.00681818181818182
0.366666666666667,0
0.316666666666667,0
0.333333333333333,0
0.55,0.00681818181818182
0.366666666666667,0.00454545454545455
0.5,0.00681818181818182
0.233333333333333,0
0.4,0.00227272727272727
0.433333333333333,0.00227272727272727
0.45,0.0136363636363636
0.366666666666667,0
0.283333333333333,0.00227272727272727
0.416666666666667,0
0.166666666666667,0
0.4,0.00681818181818182
0.583333333333333,0.00454545454545455
0.316666666666667,0
0.516666666666667,0.00227272727272727
0.3,0
0.516666666666667,0.00227272727272727
0.45,0
0.366666666666667,0
0.35,0
0.6,0.00681818181818182
0.4,0.00227272727272727
0.416666666666667,0.00454545454545455
0.416666666666667,0.00227272727272727
0.383333333333333,0.00227272727272727
0.35,0
0.45,0.0136363636363636
0.433333333333333,0.00454545454545455
0.483333333333333,0
0.516666666666667,0.00909090909090909
0.433333333333333,0
0.333333333333333,0.00227272727272727
0.483333333333333,0.00227272727272727
0.516666666666667,0
0.45,0.00454545454545455
0.466666666666667,0
0.45,0
0.366666666666667,0.00454545454545455
0.25,0
0.433333333333333,0.00227272727272727
0.366666666666667,0.00227272727272727
0.466666666666667,0.00227272727272727
0.433333333333333,0
0.433333333333333,0.00227272727272727
0.25,0.00227272727272727
0.416666666666667,0
0.266666666666667,0.00227272727272727
0.366666666666667,0
0.533333333333333,0.00227272727272727
0.4,0
0.4,0.00227272727272727
0.366666666666667,0.00227272727272727
0.416666666666667,0
0.416666666666667,0
0.266666666666667,0.00227272727272727
0.433333333333333,0
0.466666666666667,0.00681818181818182
0.45,0.00227272727272727
0.283333333333333,0.00454545454545455
0.266666666666667,0
0.316666666666667,0.00227272727272727
0.45,0.00681818181818182
0.383333333333333,0.00454545454545455
0.383333333333333,0
0.383333333333333,0.00454545454545455
0.483333333333333,0.00454545454545455
0.383333333333333,0
0.416666666666667,0.00454545454545455
0.35,0
0.233333333333333,0
0.383333333333333,0
0.4,0
0.55,0.00909090909090909
0.333333333333333,0.00454545454545455
0.433333333333333,0.00454545454545455
0.383333333333333,0
0.45,0
0.466666666666667,0.00227272727272727
0.333333333333333,0
0.5,0.00227272727272727
0.5,0.00227272727272727
0.5,0
0.4,0.00681818181818182
0.333333333333333,0
