latitude,longitude
31.1585,121.7871
31.224,121.7624
31.25,121.7516
31.2664,121.7447
31.2819,121.7382
31.301,121.7298
31.3182,121.7227
31.3585,121.7057
31.3953,121.6919
31.4327,121.6779
31.4516,121.6707
31.4926,121.655
31.5292,121.6411
31.5511,121.6285
31.5919,121.5833
31.6248,121.5442
31.6612,121.501
31.695,121.4609
31.7283,121.4212
31.7629,121.3806
31.7953,121.342
31.8305,121.2999
31.8625,121.2617
31.8997,121.2174
31.9353,121.1749
31.9711,121.1321
32.0069,121.0891
32.0435,121.045
32.0815,120.9985
32.1017,120.9614
32.1222,120.8945
32.1387,120.8348
32.1551,120.7753
32.1674,120.7155
32.1731,120.6549
32.1792,120.5828
32.1842,120.5223
32.1893,120.4626
32.1959,120.382
32.2023,120.3035
32.2088,120.2253
32.2157,120.1402
32.2206,120.0805
32.2253,120.0212
32.2312,119.9474
32.2371,119.8732
32.2429,119.8033
32.2559,119.763
32.2818,119.7304
32.3319,119.6863
32.3961,119.6342
32.4756,119.5753
32.528,119.5375
32.605,119.4819
32.6689,119.4353
50.1044,106.7561
50.1899,106.636
50.2335,106.5744
50.3008,106.4791
50.3512,106.407
50.4827,106.1883
50.5247,106.1092
50.5622,106.0383
50.6031,105.9604
50.6542,105.8636
50.6922,105.7919
50.7292,105.7219
50.7668,105.6506
50.8052,105.5777
50.8416,105.5079
50.8801,105.4343
50.9191,105.3596
50.9565,105.2875
50.9932,105.2168
51.0308,105.1439
51.0688,105.0704
51.1056,104.9984
51.1434,104.9247
51.18,104.8531
51.2181,104.7782
51.2562,104.7033
51.2927,104.6312
51.3302,104.5572
51.3674,104.4831
51.4049,104.4084
51.4414,104.3356
51.4785,104.2613
51.5153,104.1871
51.5518,104.1137
51.5898,104.0368
51.6294,103.9568
51.6786,103.8566
51.7154,103.7816
51.7524,103.7058
51.7894,103.6299
51.8264,103.5537
51.8641,103.4758
51.8998,103.4018
51.9369,103.3249
51.9733,103.249
52.0098,103.1727
52.0458,103.0972
52.0823,103.0203
52.118,102.945
52.154,102.869
52.19,102.7927
52.2268,102.7144
52.2621,102.6391
52.2997,102.5585
52.3356,102.4813
52.3715,102.4041
52.4073,102.3267
52.4435,102.2482
52.4793,102.1705
52.5152,102.0923
52.5506,102.0148
52.5861,101.9369
52.6216,101.8588
52.6569,101.7809
52.6925,101.7019
52.7271,101.625
52.7622,101.5469
52.7976,101.4682
52.8327,101.3893
52.8677,101.3103
52.9022,101.2325
52.9379,101.1518
52.9725,101.0735
53.0074,100.9939
53.0424,100.9142
53.0962,100.7907
53.146,100.6758
53.1813,100.5941
53.2155,100.5146
53.2505,100.4335
53.2848,100.3533
53.3194,100.2725
53.3534,100.1923
53.3876,100.1117
53.4228,100.0284
53.4575,99.9462
53.4917,99.8645
53.5259,99.7828
53.56,99.7012
53.5943,99.6188
53.628,99.5376
53.6637,99.4511
53.826,99.0544
53.8608,98.969
53.8945,98.8853
53.9276,98.8031
53.9616,98.7182
54.0117,98.5929
54.0611,98.4687
54.0943,98.3849
54.1275,98.3007
54.1605,98.2166
54.194,98.1311
54.2273,98.0459
54.2602,97.9614
54.2938,97.875
54.3271,97.7892
54.3599,97.7037
54.4384,97.4985
54.5152,97.2965
54.5476,97.2107
54.5811,97.1218
54.6139,97.0342
54.6468,96.946
54.7099,96.7764
54.7429,96.6859
54.7889,96.5381
54.8166,96.4447
54.8436,96.3528
54.8717,96.2574
54.8992,96.1636
54.926,96.072
54.9525,95.9804
54.9792,95.8886
55.0065,95.7936
55.0329,95.7015
55.0594,95.6091
55.0861,95.5154
55.1127,95.4215
55.1389,95.3289
55.1649,95.2363
55.1913,95.1425
55.2174,95.0492
55.2433,94.9558
55.2872,94.8115
55.3172,94.7212
55.3468,94.6324
55.3765,94.5426
55.4063,94.4522
55.4351,94.3647
55.4651,94.2733
55.4946,94.1829
55.5242,94.092
55.5532,94.0019
55.5828,93.9104
55.6121,93.8192
55.6417,93.7268
55.6706,93.6364
55.6994,93.5457
55.7283,93.4546
55.7585,93.3586
55.7888,93.2592
55.8166,93.1678
55.8441,93.0773
55.872,92.9855
55.8995,92.8945
55.9303,92.792
55.9589,92.6967
55.9986,92.5634
56.0262,92.4704
56.0534,92.3788
56.0805,92.2868
56.1082,92.1926
56.1354,92.0998
56.1625,92.007
56.209,91.8463
