latitude,longitude
31.1581,121.7871
31.1581,121.7871
31.2044,121.7708
31.2236,121.7629
31.2528,121.7504
31.2851,121.7367
31.3173,121.723
31.3536,121.7075
31.3799,121.6974
31.4197,121.683
31.4424,121.6746
31.4636,121.6664
31.4876,121.6571
31.5278,121.6413
31.5562,121.6234
31.5973,121.5767
31.6358,121.531
31.671,121.4893
31.7059,121.4479
31.7441,121.4028
31.7843,121.3549
31.8259,121.3079
31.8647,121.2653
31.9043,121.2217
31.9426,121.1791
31.9841,121.1323
32.0258,121.0856
32.0677,121.0387
32.1106,120.9909
32.152,120.9443
32.1917,120.8992
32.2317,120.8539
32.2717,120.809
32.3121,120.7633
32.3525,120.7177
32.4072,120.656
32.4589,120.5974
32.4997,120.551
32.5526,120.4906
32.5981,120.4389
32.6568,120.3718
32.6969,120.3259
32.7369,120.2801
32.8121,120.194
32.8921,120.1019
32.9332,120.0545
33.0112,119.9646
33.0515,119.9179
50.0756,106.7965
50.1598,106.6783
50.2557,106.543
50.3031,106.4759
50.36,106.3944
50.4244,106.3012
50.4826,106.217
50.5317,106.1455
50.5782,106.078
50.6267,106.007
50.675,105.9364
50.7232,105.8654
50.7691,105.7977
50.8181,105.7253
50.864,105.6572
50.9145,105.582
50.9618,105.5113
51.0104,105.4384
51.0579,105.3668
51.1052,105.2955
51.1527,105.2238
51.204,105.1459
51.2646,105.0536
51.3144,104.9776
51.3617,104.9052
51.4089,104.8325
51.4562,104.7596
51.5036,104.6864
51.5504,104.6138
51.5965,104.5421
51.645,104.4682
51.6932,104.3949
51.7404,104.3226
51.7884,104.2487
51.8359,104.1754
51.8833,104.1019
51.931,104.0278
51.9783,103.9538
52.0252,103.8779
52.0717,103.802
52.118,103.7268
52.1654,103.6496
52.212,103.5738
52.2587,103.4974
52.3055,103.4207
52.3519,103.3444
52.3987,103.267
52.4465,103.1787
52.5017,103.0464
52.5396,102.9511
52.575,102.8617
52.6115,102.7692
52.6472,102.6789
52.6828,102.5881
52.7203,102.4924
52.7561,102.4005
52.7916,102.3092
52.8272,102.2169
52.8629,102.1245
52.8983,102.0322
52.9337,101.9396
52.9676,101.8506
53.0041,101.7547
53.0393,101.6617
53.0742,101.5691
53.1089,101.4767
53.1437,101.3837
53.1787,101.2899
53.2136,101.1959
53.2478,101.1035
53.2829,101.0083
53.3176,100.9141
53.3516,100.821
53.3865,100.7254
53.4207,100.631
53.4553,100.5355
53.4896,100.4405
53.524,100.3446
53.5576,100.2506
53.5915,100.1556
53.6253,100.0603
53.6588,99.9656
53.7136,99.8098
53.747,99.7139
53.792,99.5851
53.8468,99.4267
53.918,99.2198
53.9509,99.1235
53.984,99.0262
54.0176,98.9275
54.0498,98.8317
54.0825,98.7344
54.1156,98.6357
54.1485,98.5373
54.1812,98.4388
54.214,98.34
54.246,98.2427
54.2788,98.1426
54.3114,98.043
54.3441,97.9425
54.3758,97.8452
54.4087,97.7443
54.4616,97.5807
54.5063,97.4414
54.5384,97.341
54.5964,97.1583
54.6295,97.0538
54.6612,96.9527
54.6938,96.8486
54.7255,96.7468
54.7583,96.6413
54.7939,96.5218
54.8253,96.4148
54.8558,96.3109
54.9067,96.1372
54.9383,96.029
54.9695,95.9215
55.0002,95.8156
55.0307,95.7091
55.0613,95.6024
55.0921,95.4942
55.1225,95.387
55.1525,95.2806
55.183,95.172
55.2136,95.0627
55.2433,94.9561
55.2742,94.8679
55.3509,94.7121
55.3988,94.6195
55.4463,94.5278
55.4931,94.4367
55.5405,94.344
55.5874,94.252
55.6342,94.1599
55.6813,94.0665
55.7286,93.9727
55.7748,93.8804
55.8214,93.7871
55.8687,93.6922
55.9223,93.584
55.9695,93.4886
56.0185,93.389
56.0739,93.2759
56.1367,93.1466
56.1828,93.0515
56.2442,92.9241
56.293,92.823
56.3405,92.727
56.3872,92.6324
56.4339,92.5373
56.4813,92.4398
56.5278,92.3439
56.5864,92.2222
56.6366,92.1174
56.697,91.9907
56.7432,91.8937
56.7883,91.7981
56.8353,91.6983
56.8806,91.6021
56.9257,91.5058
56.9887,91.36
57.0324,91.2491
