"tpr","fpr"
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.22,0.0075
0.25,0
0.25,0
0.25,0
0.23,0.005
0.23,0.005
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.23,0.005
0.25,0
0.25,0
0.25,0
0.25,0
0.23,0.005
0.22,0.0075
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.24,0.0025
0.23,0.005
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.22,0.0075
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.24,0.0025
0.24,0.0025
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.23,0.005
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.24,0.0025
0.25,0
0.24,0.0025
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.23,0.005
0.25,0
0.23,0.005
0.23,0.005
0.22,0.0075
0.24,0.0025
0.25,0
0.23,0.005
0.25,0
0.25,0
0.25,0
0.24,0.0025
0.25,0
