"tpr","fpr"
0.15,0.025
0.13,0.03
0.16,0.0225
0.17,0.02
0.14,0.0275
0.16,0.0225
0.13,0.03
0.17,0.02
0.18,0.0175
0.17,0.02
0.15,0.025
0.16,0.0225
0.18,0.0175
0.12,0.0325
0.16,0.0225
0.11,0.035
0.15,0.025
0.13,0.03
0.1,0.0375
0.17,0.02
0.15,0.025
0.16,0.0225
0.17,0.02
0.18,0.0175
0.15,0.025
0.16,0.0225
0.16,0.0225
0.15,0.025
0.13,0.03
0.15,0.025
0.15,0.025
0.14,0.0275
0.15,0.025
0.15,0.025
0.15,0.025
0.14,0.0275
0.19,0.015
0.16,0.0225
0.14,0.0275
0.14,0.0275
0.13,0.03
0.23,0.005
0.16,0.0225
0.15,0.025
0.18,0.0175
0.18,0.0175
0.16,0.0225
0.19,0.015
0.14,0.0275
0.2,0.0125
0.18,0.0175
0.13,0.03
0.17,0.02
0.12,0.0325
0.14,0.0275
0.14,0.0275
0.16,0.0225
0.16,0.0225
0.17,0.02
0.17,0.02
0.19,0.015
0.16,0.0225
0.17,0.02
0.19,0.015
0.15,0.025
0.17,0.02
0.15,0.025
0.17,0.02
0.16,0.0225
0.15,0.025
0.19,0.015
0.14,0.0275
0.14,0.0275
0.12,0.0325
0.15,0.025
0.13,0.03
0.11,0.035
0.17,0.02
0.16,0.0225
0.13,0.03
0.14,0.0275
0.13,0.03
0.17,0.02
0.18,0.0175
0.12,0.0325
0.15,0.025
0.14,0.0275
0.16,0.0225
0.16,0.0225
0.16,0.0225
0.13,0.03
0.16,0.0225
0.11,0.035
0.17,0.02
0.18,0.0175
0.12,0.0325
0.18,0.0175
0.19,0.015
0.15,0.025
0.14,0.0275
0.17,0.02
0.19,0.015
0.12,0.0325
0.15,0.025
0.14,0.0275
0.15,0.025
0.14,0.0275
0.17,0.02
0.16,0.0225
0.16,0.0225
0.14,0.0275
0.13,0.03
0.15,0.025
0.18,0.0175
0.18,0.0175
0.13,0.03
0.13,0.03
0.14,0.0275
0.18,0.0175
0.17,0.02
0.2,0.0125
0.12,0.0325
0.12,0.0325
0.09,0.04
0.2,0.0125
0.16,0.0225
0.16,0.0225
0.15,0.025
0.17,0.02
0.19,0.015
0.18,0.0175
0.14,0.0275
0.14,0.0275
0.13,0.03
0.14,0.0275
0.15,0.025
0.18,0.0175
0.1,0.0375
0.16,0.0225
0.16,0.0225
0.15,0.025
0.15,0.025
0.15,0.025
0.13,0.03
0.11,0.035
0.17,0.02
0.17,0.02
0.15,0.025
0.18,0.0175
0.15,0.025
0.16,0.0225
0.19,0.015
0.18,0.0175
0.16,0.0225
0.12,0.0325
0.17,0.02
0.17,0.02
0.13,0.03
0.17,0.02
0.14,0.0275
0.19,0.015
0.12,0.0325
0.19,0.015
0.19,0.015
0.18,0.0175
0.14,0.0275
0.17,0.02
0.21,0.01
0.13,0.03
0.19,0.015
0.18,0.0175
0.14,0.0275
0.18,0.0175
0.13,0.03
0.14,0.0275
0.15,0.025
0.15,0.025
0.16,0.0225
0.16,0.0225
0.13,0.03
0.12,0.0325
0.14,0.0275
0.18,0.0175
0.16,0.0225
0.14,0.0275
0.12,0.0325
0.15,0.025
0.16,0.0225
0.15,0.025
0.15,0.025
0.16,0.0225
0.19,0.015
0.18,0.0175
0.16,0.0225
0.19,0.015
0.18,0.0175
0.18,0.0175
0.13,0.03
0.17,0.02
0.14,0.0275
