latitude,longitude
48.0952,107.5354
48.2425,107.3728
48.447,107.1451
49.6746,105.7266
49.7227,105.6693
49.7709,105.6114
49.86,105.5044
49.909,105.4453
49.9568,105.3874
50.0061,105.3276
50.0545,105.2688
50.1033,105.2092
50.1513,105.1506
50.1998,105.091
50.2484,105.0314
50.2966,104.972
50.3447,104.9124
50.382,104.8586
50.4231,104.7847
50.4604,104.7137
50.499,104.6417
50.5398,104.5648
50.5775,104.4931
50.6154,104.421
50.6535,104.3482
50.6921,104.2741
50.729,104.2028
50.782,104.0994
50.8305,104.0048
50.8682,103.931
50.9065,103.8561
50.944,103.7821
50.9812,103.7088
51.0194,103.6331
51.0572,103.5583
51.095,103.4827
51.1327,103.4075
51.1709,103.3308
51.2083,103.256
51.2456,103.1812
51.2825,103.1067
51.3193,103.0324
51.3561,102.9577
51.3935,102.8818
51.4304,102.8065
51.4677,102.7302
51.5049,102.6539
51.5425,102.5768
51.5799,102.4996
51.617,102.4229
51.6542,102.3454
51.6912,102.2688
51.7314,102.1845
51.7682,102.1075
51.8049,102.0305
51.8415,101.953
51.8801,101.8715
51.9168,101.7937
51.9529,101.7172
51.9896,101.6389
52.0258,101.5615
52.0624,101.4828
52.0981,101.4062
52.135,101.3267
52.1705,101.25
52.2068,101.1711
52.2433,101.0916
52.2796,101.0124
52.315,100.9348
52.3516,100.8546
52.4029,100.7416
52.4407,100.658
52.4767,100.5779
52.5121,100.4989
52.5483,100.4183
52.5842,100.3377
52.62,100.2572
52.6555,100.177
52.6916,100.0954
52.7277,100.0134
52.7636,99.9316
52.8,99.8486
52.8356,99.767
52.8714,99.6845
52.9067,99.603
52.9423,99.5207
52.978,99.4379
53.0133,99.3557
53.0488,99.2726
53.0848,99.1882
53.1202,99.1048
53.1555,99.0217
53.2099,98.8925
53.2571,98.7801
53.3186,98.633
53.3576,98.5391
53.4207,98.3867
53.4651,98.2788
53.4993,98.1952
53.536,98.1055
53.6962,97.7094
53.7467,97.5833
53.7806,97.4982
53.8142,97.4137
53.8712,97.2697
53.9142,97.1606
53.9565,97.0527
54.0435,96.8289
54.0797,96.7356
54.1131,96.6489
54.17,96.5002
54.2674,96.2425
54.3118,96.1021
54.3506,95.9804
54.388,95.8619
54.4201,95.7592
54.4564,95.6435
54.5045,95.4886
54.5333,95.3953
54.5706,95.2746
54.6003,95.1778
54.6329,95.0709
54.6604,94.9805
54.6884,94.888
54.7158,94.7974
54.7433,94.7056
54.7704,94.615
54.7977,94.5239
54.825,94.4318
54.8524,94.3392
54.8811,94.2418
54.9285,94.0802
54.9553,93.9884
54.9823,93.8953
55.0095,93.801
55.0364,93.7078
55.0628,93.616
55.0954,93.5016
55.1217,93.4095
55.1487,93.3146
55.1753,93.2203
55.2016,93.1266
55.2282,93.0315
55.2543,92.9377
55.2892,92.8119
55.3158,92.7154
55.3467,92.6028
55.3732,92.5055
55.3996,92.4093
55.4266,92.3152
55.4538,92.2207
55.4811,92.1244
55.508,92.0286
55.5346,91.9336
55.5609,91.8393
55.597,91.7095
55.6364,91.5668
55.6628,91.4704
55.6891,91.374
55.7155,91.2773
55.7416,91.1809
55.7675,91.0851
55.7929,90.9905
55.8186,90.8947
55.8442,90.7985
55.8698,90.7019
55.8954,90.605
55.9207,90.509
55.946,90.4127
55.9715,90.3149
55.9969,90.2171
56.0219,90.1205
56.0472,90.0222
56.0723,89.9243
56.1,89.8157
56.1253,89.7161
56.1502,89.6178
56.1747,89.5205
56.1993,89.4223
56.224,89.3231
