latitude,longitude
47.9646,107.6784
48.0301,107.6068
48.0868,107.5446
48.1784,107.4437
48.2471,107.3677
48.4407,107.152
49.7685,105.6142
49.8323,105.5376
49.9315,105.4181
49.9939,105.3425
50.0444,105.2811
50.1442,105.1595
50.1935,105.0988
50.2424,105.0386
50.2923,104.977
50.3421,104.9155
50.3878,104.8486
50.4395,104.7544
50.496,104.6477
50.5357,104.5726
50.5749,104.4982
50.6151,104.4217
50.654,104.3475
50.6935,104.2714
50.7313,104.1979
50.7733,104.1161
50.8117,104.0416
50.85,103.9666
50.8886,103.8912
50.9268,103.8161
50.9652,103.7405
51.0037,103.6645
51.0422,103.5881
51.0804,103.512
51.118,103.4369
51.1565,103.3598
51.1947,103.2834
51.2326,103.2072
51.2709,103.1302
51.3086,103.0541
51.3468,102.9766
51.3847,102.8997
51.423,102.8216
51.4611,102.7441
51.4989,102.6663
51.5372,102.5877
51.5749,102.5096
51.6132,102.4305
51.6514,102.3513
51.6901,102.2708
51.7287,102.1903
51.7669,102.1104
51.8043,102.0315
51.8425,101.9511
51.8797,101.8723
51.9177,101.7918
51.9551,101.7123
51.9927,101.632
52.0308,101.5505
52.0684,101.47
52.1063,101.3884
52.1438,101.3076
52.2,101.1859
52.2398,101.0992
52.3146,100.9358
52.3687,100.8168
52.4258,100.6908
52.4815,100.5672
52.5394,100.4379
52.5763,100.3552
52.6143,100.2699
52.6511,100.1869
52.6869,100.106
52.7237,100.0226
52.761,99.9376
52.7976,99.8539
52.8486,99.737
52.9068,99.6028
52.942,99.5211
52.9794,99.4344
53.0509,99.2675
53.1181,99.1099
53.1534,99.0267
53.1993,98.9175
53.7809,97.4975
53.8515,97.3196
53.8867,97.23
53.9962,96.9506
54.057,96.7943
54.1032,96.6744
54.167,96.5079
54.2237,96.3596
54.2747,96.2179
54.4378,95.7031
54.4856,95.5496
54.5259,95.4192
54.5562,95.3212
54.5882,95.2169
54.6175,95.1212
54.6475,95.0226
54.6777,94.9233
